longitude,latitude,stype,fwy,direc,abs_pm,state_pm,size
-117.325285,33.181952,OR,78,E,1.59,1.594,3
-117.33787,33.181054,OR,78,E,0.854,0.858,3
-117.216099,33.168329,ML,78,W,8.969,8.973,3
-117.216099,33.168329,OR,78,W,8.969,8.973,3
-117.213523,33.165559,ML,78,E,9.214,9.218,3
-117.213523,33.165559,OR,78,E,9.214,9.218,3
-117.248185,33.194181,ML,78,E,6.316,6.32,3
-117.248185,33.194181,OR,78,E,6.316,6.32,3
-117.291997,33.064668,ML,5,N,42.571,42.68,3
-117.291997,33.064668,OR,5,N,42.571,42.68,3
-117.207213,32.891358,ML,805,N,27.012,27.161,3
-117.207213,32.891358,OR,805,N,27.012,27.161,3
-117.113787,32.809942,ML,15,N,8.513,8.332,3
-117.113787,32.809942,OR,15,N,8.513,8.332,3
-117.342266,33.162818,ML,5,S,49.948,50.09,3
-117.342266,33.162818,OR,5,S,49.948,50.09,3
-117.330076,33.136145,ML,5,N,47.995,48.104,3
-117.330076,33.136145,OR,5,N,47.995,48.104,3
-117.329382,33.134215,ML,5,S,47.823,47.965,3
-117.329382,33.134215,OR,5,S,47.823,47.965,3
-117.299048,33.086077,ML,5,N,44.101,44.21,3
-117.299048,33.086077,OR,5,N,44.101,44.21,3
-117.2211,32.81362,ML,5,N,23.948,24.057,3
-117.2211,32.81362,OR,5,N,23.948,24.057,3
-117.234107,32.836089,ML,5,S,25.739,25.848,3
-117.234107,32.836089,OR,5,S,25.739,25.848,3
-117.235725,32.848532,ML,5,S,26.621,26.73,3
-117.235725,32.848532,OR,5,S,26.621,26.73,3
-117.373434,33.200618,ML,5,S,53.158,53.3,3
-117.373434,33.200618,OR,5,S,53.158,53.3,3
-117.37345,33.200623,OR,5,S,53.159,53.301,3
-117.309439,33.101626,ML,5,S,45.293,45.435,3
-117.309439,33.101626,OR,5,S,45.293,45.435,3
-117.310425,33.103602,ML,5,N,45.473,45.582,3
-117.310425,33.103602,OR,5,N,45.473,45.582,3
-117.320913,33.120034,OR,5,S,46.727,46.869,3
-117.322702,33.122973,ML,5,S,46.955,47.097,3
-117.322702,33.122973,OR,5,S,46.955,47.097,3
-117.32296,33.12394,ML,5,N,47.056,47.165,3
-117.32296,33.12394,OR,5,N,47.056,47.165,3
-117.057617,32.664009,ML,54,E,2.904,2.951,3
-117.057617,32.664009,OR,54,E,2.904,2.951,3
-117.057402,32.664368,ML,54,W,2.965,2.968,3
-117.057402,32.664368,OR,54,W,2.965,2.968,3
-117.211487,32.800051,ML,5,S,22.85,22.959,3
-117.211487,32.800051,OR,5,S,22.85,22.959,3
-117.164146,33.137204,ML,78,W,12.875,12.879,3
-117.164146,33.137204,OR,78,W,12.875,12.879,3
-117.161693,33.137161,ML,78,E,13.018,13.022,3
-117.142802,33.139232,ML,78,W,14.136,14.14,3
-117.142802,33.139232,OR,78,W,14.136,14.14,3
-117.131488,33.135093,ML,78,E,14.856,14.86,3
-117.131488,33.135093,OR,78,E,14.856,14.86,3
-117.123177,33.132967,ML,78,W,15.366,15.37,3
-117.123177,33.132967,OR,78,W,15.366,15.37,3
-117.119739,33.131243,ML,78,E,15.592,15.596,3
-117.119723,33.131236,OR,78,E,15.593,15.597,3
-117.092776,33.130825,ML,78,W,17.279,17.283,3
-117.092776,33.130825,OR,78,W,17.279,17.283,3
-117.091849,33.131103,OR,78,W,17.336,17.34,3
-117.207155,32.788012,ML,5,S,21.973,22.082,3
-117.207155,32.788012,OR,5,S,21.973,22.082,3
-117.207392,32.791448,OR,5,S,22.212,22.321,3
-116.962629,32.803151,OR,8,W,17.742,15.785,3
-117.112825,32.800345,ML,15,S,7.842,7.671,3
-117.112825,32.800345,OR,15,S,7.842,7.671,3
-117.111337,32.93588,ML,15,N,17.53,17.273,3
-117.111337,32.93588,OR,15,N,17.53,17.273,3
-117.229139,32.87153,ML,5,N,28.281,28.39,3
-117.229139,32.87153,OR,5,N,28.281,28.39,3
-117.117328,32.85586,ML,163,S,10.333,10.931,3
-117.117328,32.85586,OR,163,S,10.333,10.931,3
-117.292309,33.064772,ML,5,S,42.548,42.69,3
-117.292309,33.064772,OR,5,S,42.548,42.69,3
-117.296877,33.080188,ML,5,S,43.643,43.785,3
-117.296877,33.080188,OR,5,S,43.643,43.785,3
-117.087404,33.132541,OR,78,W,17.617,17.621,3
-117.183711,32.759352,ML,8,E,3.17,1.213,3
-117.183659,32.75935,OR,8,E,3.173,1.216,3
-117.038294,32.674057,ML,54,E,4.241,4.288,3
-117.038294,32.674057,OR,54,E,4.241,4.288,3
-117.029012,32.682203,ML,54,E,5.025,5.072,3
-117.029012,32.682203,OR,54,E,5.025,5.072,3
-117.041389,32.671672,ML,54,W,4.036,4.039,3
-117.041389,32.671672,OR,54,W,4.036,4.039,3
-117.033088,32.679441,ML,54,W,4.764,4.767,3
-117.033088,32.679441,OR,54,W,4.764,4.767,3
-117.226663,32.937845,ML,56,E,0.966,0.966,3
-117.226663,32.937845,OR,56,E,0.966,0.966,3
-117.21295,32.944548,ML,56,E,1.891,1.891,3
-117.228154,32.937679,ML,56,W,0.881,0.881,3
-117.228312,32.937625,OR,56,W,0.871,0.871,3
-117.213509,32.944421,ML,56,W,1.861,1.861,3
-117.213509,32.944421,OR,56,W,1.861,1.861,3
-117.10858,32.749887,ML,15,N,4.282,4.68,3
-117.10858,32.749887,OR,15,N,4.282,4.68,3
-117.108629,32.755505,ML,15,N,4.672,5.07,3
-117.108629,32.755505,OR,15,N,4.672,5.07,3
-117.109091,32.763381,ML,15,N,5.213,5.611,3
-117.109091,32.763381,OR,15,N,5.213,5.611,3
-117.109034,32.748042,ML,15,S,4.144,4.552,3
-117.109034,32.748042,OR,15,S,4.144,4.552,3
-117.108977,32.754476,ML,15,S,4.591,4.999,3
-117.108977,32.754476,OR,15,S,4.591,4.999,3
-117.109257,32.761617,ML,15,S,5.082,5.49,3
-117.109257,32.761617,OR,15,S,5.082,5.49,3
-117.002177,32.763964,OR,125,S,17.81,15.407,3
-117.296449,33.183222,ML,78,W,3.326,3.33,3
-117.296449,33.183222,OR,78,W,3.326,3.33,3
-117.178083,33.138585,ML,78,W,12.031,12.035,3
-117.178083,33.138585,OR,78,W,12.031,12.035,3
-117.192516,32.8671,ML,805,S,25.1,25.249,3
-117.192516,32.8671,OR,805,S,25.1,25.249,3
-117.165396,33.137134,OR,78,W,12.801,12.805,3
-117.069049,33.067915,ML,15,N,27.138,26.881,3
-117.069049,33.067915,OR,15,N,27.138,26.881,3
-117.082787,33.092857,ML,15,N,29.081,28.824,3
-117.082787,33.092857,OR,15,N,29.081,28.824,3
-117.095518,33.109772,ML,15,N,30.469,30.212,3
-117.095518,33.109772,OR,15,N,30.469,30.212,3
-117.099391,33.116398,ML,15,N,30.976,30.719,3
-117.099391,33.116398,OR,15,N,30.976,30.719,3
-117.159531,32.790699,ML,163,S,5.133,5.731,3
-117.198791,32.759905,ML,8,E,2.278,0.321,3
-117.19875,32.760081,ML,8,W,2.281,0.324,3
-117.155806,32.7516,ML,163,N,2.289,2.84,3
-117.113917,32.859661,ML,163,S,10.603,11.201,3
-117.025624,32.84345,ML,52,E,13.402,13.402,3
-117.025315,32.843588,ML,52,W,13.4,13.4,3
-116.972858,32.801971,ML,8,E,17.133,15.176,3
-116.977186,32.79398,ML,8,E,16.485,14.528,3
-116.983478,32.779621,ML,8,E,15.413,13.456,3
-117.013732,32.773859,ML,8,E,13.559,11.602,3
-117.001957,32.778355,ML,8,E,14.308,12.351,3
-117.156512,32.746765,ML,163,S,1.892,2.49,3
-117.153352,32.765611,ML,8,W,5.017,3.06,3
-117.137833,32.77049,ML,8,W,5.977,4.02,3
-117.12539,32.756165,ML,805,S,16.352,16.501,3
-117.12253,32.748425,ML,805,S,15.793,15.942,3
-117.103501,32.725755,ML,805,S,13.831,13.98,3
-117.095206,32.704152,ML,805,S,12.198,12.347,3
-117.094893,32.69111,ML,805,S,11.294,11.443,3
-117.085196,32.678037,ML,805,S,10.212,10.361,3
-117.124175,32.774983,ML,8,E,6.838,4.881,3
-117.124378,32.775258,ML,8,W,6.837,4.88,3
-117.192319,32.867237,ML,805,N,25.101,25.25,3
-117.0061,32.784849,ML,125,S,19.283,18.438,3
-117.005102,32.782757,ML,125,N,17.535,18.284,3
-117.005898,32.79423,ML,125,S,19.937,19.092,3
-117.006349,32.78922,ML,125,N,17.989,18.738,3
-117.140097,32.713274,ML,94,W,0.456,1.872,3
-117.104491,32.718627,ML,94,E,2.565,3.981,3
-116.951191,32.802945,ML,8,E,18.411,16.454,3
-116.936227,32.80296,ML,8,E,19.288,17.331,3
-117.056127,32.777453,ML,8,E,10.908,8.951,3
-117.128096,32.772891,ML,8,E,6.568,4.611,3
-117.153086,32.765477,ML,8,E,5.03,3.073,3
-117.101118,32.718925,ML,94,E,2.764,4.18,3
-117.11662,32.71658,ML,94,E,1.837,3.253,3
-116.89872,32.829874,ML,8,E,22.362,20.405,3
-117.152775,32.808467,ML,805,S,20.431,20.58,3
-117.116261,32.741165,ML,805,N,15.171,15.32,3
-116.904782,32.825277,ML,8,E,21.886,19.929,3
-117.010755,32.702928,ML,125,N,11.569,9.81,3
-117.010755,32.702928,OR,125,N,11.569,9.81,3
-117.345296,33.180264,ML,78,E,0.411,0.415,3
-117.345347,33.180446,ML,78,W,0.412,0.416,3
-117.015062,32.731085,ML,125,N,13.545,11.786,3
-117.240353,32.92817,FF,5,S,32.486,32.628,3
-117.017105,32.748892,ML,94,W,8.611,10.131,3
-117.017105,32.748892,OR,94,W,8.611,10.131,3
-117.018519,32.744963,ML,125,S,15.669,13.266,3
-117.01447,32.725198,ML,125,N,13.126,11.367,3
-117.015668,32.736686,ML,125,N,13.934,12.175,3
-117.023229,32.746923,ML,94,W,8.204,9.62,3
-117.023229,32.746923,OR,94,W,8.204,9.62,3
-117.020529,32.746819,ML,94,E,8.204,9.62,3
-117.002675,32.774754,ML,125,N,16.965,15.214,3
-117.113436,32.958444,OR,56,E,8.563,8.061,3
-117.005603,32.804631,ML,125,S,20.656,19.811,3
-117.005603,32.804631,OR,125,S,20.656,19.811,3
-117.005343,32.805368,ML,125,N,19.108,19.857,3
-117.152784,32.80848,FF,805,S,20.432,20.581,3
-117.116253,32.741152,FF,805,N,15.17,15.319,3
-117.014296,32.716131,ML,125,N,12.51,10.751,3
-117.016541,32.741488,ML,125,S,15.317,12.914,3
-117.020513,32.746824,FF,94,E,8.205,9.621,3
-117.156312,32.746749,ML,163,N,1.941,2.492,3
-117.014848,32.720013,ML,125,S,13.604,11.201,3
-117.016252,32.749839,ML,125,S,16.382,13.979,3
-117.01272,32.752517,ML,125,S,16.752,14.349,3
-117.020497,32.746829,FF,94,E,8.206,9.622,3
-117.002684,32.774782,ML,125,N,16.967,15.216,3
-117.003119,32.833838,ML,125,N,21.146,21.895,3
-117.003404,32.834748,ML,125,S,22.809,21.964,3
-116.880704,32.844556,ML,8,E,23.837,21.88,3
-117.0061,32.784849,FR,125,S,19.283,18.438,3
-117.0061,32.784849,OR,125,S,19.283,18.438,3
-117.33787,33.181054,FR,78,E,0.854,0.858,3
-117.005049,32.759045,ML,125,S,17.418,15.015,3
-117.137456,32.770348,FR,8,E,5.995,4.038,3
-117.005102,32.782757,OR,125,N,17.535,18.284,3
-117.005102,32.782757,FR,125,N,17.535,18.284,3
-116.983478,32.779621,FR,8,E,15.413,13.456,3
-117.056127,32.777453,OR,8,E,10.908,8.951,3
-117.170307,32.835019,FR,805,N,22.533,22.682,3
-117.158409,32.815214,FR,805,N,21.003,21.152,3
-117.14654,32.786732,FR,805,N,18.851,19.0,3
-117.139838,32.782075,ML,805,N,18.343,18.492,3
-117.229139,32.87153,FR,5,N,28.281,28.39,3
-117.204927,32.889107,ML,805,S,26.802,26.951,3
-117.116195,32.903468,FR,15,N,15.263,15.006,3
-117.167641,32.727284,FR,5,N,16.831,16.94,3
-117.199699,32.75974,ML,8,E,2.223,0.266,3
-117.069049,33.067915,FR,15,N,27.138,26.881,3
-117.241031,32.932244,FR,5,N,32.793,32.902,3
-117.291997,33.064668,FR,5,N,42.571,42.68,3
-117.029012,32.682203,FR,54,E,5.025,5.072,3
-117.033088,32.679441,FR,54,W,4.764,4.767,3
-117.014296,32.716131,FR,125,N,12.51,10.751,3
-117.014296,32.716131,OR,125,N,12.51,10.751,3
-117.017105,32.748892,FR,94,W,8.611,10.131,3
-117.229853,33.180588,FR,78,W,7.759,7.763,3
-117.200195,33.151914,FR,78,W,10.435,10.439,3
-117.164146,33.137204,FR,78,W,12.875,12.879,3
-117.161693,33.137161,FR,78,E,13.018,13.022,3
-117.161693,33.137161,OR,78,E,13.018,13.022,3
-117.197442,33.149286,FR,78,E,10.676,10.68,3
-117.213523,33.165559,FR,78,E,9.214,9.218,3
-117.229778,33.180072,FR,78,E,7.792,7.796,3
-117.216099,33.168329,FR,78,W,8.969,8.973,3
-117.174332,33.137287,FR,78,W,12.267,12.271,3
-117.114188,32.809906,FR,15,S,8.507,8.336,3
-117.145525,32.823762,FR,163,N,7.611,8.162,3
-117.145525,32.823762,OR,163,N,7.611,8.162,3
-117.117328,32.85586,FR,163,S,10.333,10.931,3
-117.113787,32.809942,FR,15,N,8.513,8.332,3
-117.213509,32.944421,FR,56,W,1.861,1.861,3
-117.21295,32.944548,FR,56,E,1.891,1.891,3
-117.228312,32.937625,FR,56,W,0.871,0.871,3
-117.226663,32.937845,FR,56,E,0.966,0.966,3
-117.082787,33.092857,FR,15,N,29.081,28.824,3
-117.095518,33.109772,FR,15,N,30.469,30.212,3
-117.099391,33.116398,FR,15,N,30.976,30.719,3
-117.086204,32.978838,FR,15,N,20.842,20.585,3
-117.197463,32.951299,ML,56,W,2.909,2.909,3
-117.197463,32.951299,FR,56,W,2.909,2.909,3
-117.197463,32.951299,OR,56,W,2.909,2.909,3
-117.193019,32.952425,ML,56,E,3.188,3.188,3
-117.193019,32.952425,OR,56,E,3.188,3.188,3
-117.193019,32.952425,FR,56,E,3.188,3.188,3
-117.155182,32.960479,ML,56,W,5.948,5.948,3
-117.155182,32.960479,FR,56,W,5.948,5.948,3
-117.155182,32.960479,OR,56,W,5.948,5.948,3
-117.177595,32.966186,ML,56,W,4.519,4.519,3
-117.373434,33.200618,FR,5,S,53.158,53.3,3
-117.363281,33.191277,FR,5,S,52.266,52.408,3
-117.353435,33.179471,FR,5,S,51.271,51.413,3
-117.292024,33.183323,FR,78,E,3.582,3.586,3
-117.346811,33.17092,FR,5,S,50.568,50.71,3
-117.342266,33.162818,FR,5,S,49.948,50.09,3
-117.336331,33.151704,FR,5,S,49.108,49.25,3
-117.329382,33.134215,FR,5,S,47.823,47.965,3
-117.330076,33.136145,FR,5,N,47.995,48.104,3
-117.296877,33.080188,FR,5,S,43.643,43.785,3
-117.299048,33.086077,FR,5,N,44.101,44.21,3
-117.10858,32.749887,FR,15,N,4.282,4.68,3
-117.109034,32.748042,FR,15,S,4.144,4.552,3
-117.108629,32.755505,FR,15,N,4.672,5.07,3
-117.108977,32.754476,FR,15,S,4.591,4.999,3
-117.109091,32.763381,FR,15,N,5.213,5.611,3
-117.109257,32.761617,FR,15,S,5.082,5.49,3
-117.341401,33.181145,FR,78,W,0.649,0.653,3
-117.328764,33.181397,FR,78,W,1.383,1.387,3
-117.240564,33.18994,FR,78,W,6.851,6.855,3
-117.24026,33.18952,FR,78,E,6.882,6.886,3
-117.248185,33.194181,FR,78,E,6.316,6.32,3
-117.278185,33.1885,FR,78,E,4.47,4.474,3
-117.296449,33.183222,FR,78,W,3.326,3.33,3
-117.325285,33.181952,FR,78,E,1.59,1.594,3
-117.17436,33.137072,FR,78,E,12.27,12.274,3
-117.109567,32.881993,FR,15,S,13.692,13.445,3
-117.025315,32.843588,OR,52,W,13.4,13.4,3
-117.025624,32.84345,FR,52,E,13.402,13.402,3
-117.005603,32.804631,FR,125,S,20.656,19.811,3
-117.005343,32.805368,OR,125,N,19.108,19.857,3
-117.005343,32.805368,FR,125,N,19.108,19.857,3
-117.005299,32.807875,ML,125,N,19.281,20.03,3
-117.005299,32.807875,OR,125,N,19.281,20.03,3
-117.005299,32.807875,FR,125,N,19.281,20.03,3
-117.005858,32.794418,ML,125,S,19.95,19.105,3
-117.005858,32.794418,OR,125,S,19.95,19.105,3
-117.005858,32.794418,FR,125,S,19.95,19.105,3
-117.005352,32.799266,ML,125,N,18.687,19.436,3
-117.005352,32.799266,OR,125,N,18.687,19.436,3
-117.005352,32.799266,FR,125,N,18.687,19.436,3
-117.199708,32.876463,FR,805,N,25.875,26.024,3
-117.106116,32.947622,FR,15,N,18.399,18.142,3
-117.082451,32.999461,FR,15,N,22.301,22.044,3
-117.309439,33.101626,FR,5,S,45.293,45.435,3
-117.310425,33.103602,FR,5,N,45.473,45.582,3
-117.142802,33.139232,FR,78,W,14.136,14.14,3
-117.199715,32.759737,FF,8,E,2.222,0.265,3
-117.119723,33.131236,FR,78,E,15.593,15.597,3
-117.292309,33.064772,FR,5,S,42.548,42.69,3
-117.032947,32.745649,ML,94,E,7.464,8.88,3
-117.156091,32.724117,ML,5,N,16.0,16.109,3
-117.156051,32.723901,FF,5,S,16.0,16.109,3
-117.095374,32.964306,ML,15,N,19.704,19.447,3
-117.095374,32.964306,OR,15,N,19.704,19.447,3
-117.011606,32.700378,ML,125,S,12.075,9.672,3
-117.011606,32.700378,OR,125,S,12.075,9.672,3
-117.012885,32.710482,ML,125,S,12.866,10.463,3
-117.012885,32.710482,FR,125,S,12.866,10.463,3
-117.012885,32.710482,OR,125,S,12.866,10.463,3
-117.2069,32.788076,ML,5,N,21.974,22.083,3
-117.20713,32.786214,FR,5,N,21.845,21.954,3
-117.112299,32.79893,ML,15,N,7.751,7.57,3
-117.191312,32.746748,ML,5,N,18.791,18.9,3
-117.032486,32.544463,ML,5,N,0.22,0.31,3
-117.18848,32.846153,ML,52,E,3.15,3.15,3
-117.234392,32.838567,ML,52,W,0.301,0.301,3
-117.188458,32.846483,ML,52,W,3.151,3.151,3
-117.107386,32.658963,ML,5,N,9.897,9.987,3
-117.11275,32.686187,ML,5,N,11.847,11.95,3
-117.124759,32.694337,ML,5,N,12.747,12.85,3
-117.134988,32.695918,ML,5,N,13.371,13.474,3
-117.032738,32.544296,ML,5,S,0.221,0.311,3
-117.107675,32.658893,ML,5,S,9.898,9.988,3
-117.113072,32.686001,ML,5,S,11.848,11.951,3
-117.135196,32.69574,ML,5,S,13.372,13.475,3
-117.231251,32.855148,ML,5,N,27.141,27.25,3
-117.16213,32.767979,ML,163,N,3.565,4.116,3
-117.161692,32.783982,ML,163,N,4.699,5.25,3
-117.161945,32.784029,ML,163,S,4.653,5.251,3
-117.154108,32.804762,ML,163,N,6.199,6.75,3
-117.15441,32.804853,ML,163,S,6.153,6.751,3
-117.015497,32.835925,ML,52,E,14.25,14.25,3
-117.041345,32.851931,ML,52,W,12.25,12.25,3
-117.055777,32.853811,ML,52,E,11.401,11.401,3
-117.038885,32.851233,ML,52,E,12.401,12.401,3
-117.170261,32.760328,ML,8,E,3.962,2.005,3
-117.170254,32.760506,ML,8,W,3.965,2.008,3
-117.079742,32.779817,ML,8,E,9.509,7.552,3
-117.067081,32.561334,ML,5,N,2.56,2.65,3
-117.067228,32.561106,ML,5,S,2.559,2.649,3
-117.208332,32.779349,ML,5,N,21.367,21.476,3
-117.2086,32.779286,ML,5,S,21.366,21.475,3
-117.155267,32.811675,ML,805,N,20.697,20.846,3
-117.155527,32.811513,ML,805,S,20.696,20.845,3
-117.241036,32.932271,ML,5,N,32.795,32.904,3
-117.353416,33.179859,ML,5,N,51.327,51.436,3
-117.363042,33.191415,ML,5,N,52.299,52.408,3
-117.373244,33.200816,ML,5,N,53.188,53.297,3
-117.381192,33.203683,ML,5,N,53.691,53.8,3
-117.38743,33.211043,ML,5,N,54.326,54.435,3
-117.188602,32.759721,ML,8,E,2.884,0.927,3
-117.156329,32.764658,ML,8,E,4.832,2.875,3
-117.179602,32.759211,ML,8,E,3.409,1.452,3
-117.170959,32.760171,ML,8,E,3.92,1.963,3
-117.1448,32.767848,ML,8,E,5.536,3.579,3
-117.109532,32.778557,ML,8,E,7.759,5.802,3
-117.101803,32.778935,FF,8,E,8.211,6.254,3
-116.990052,32.778941,ML,8,E,15.021,13.064,3
-116.913932,32.815375,ML,8,E,21.002,19.045,3
-116.899444,32.829342,ML,8,E,22.306,20.349,3
-116.888214,32.839494,ML,8,E,23.266,21.309,3
-116.927363,32.802942,ML,8,E,19.789,17.832,3
-116.921513,32.805288,ML,8,E,20.17,18.213,3
-117.156607,32.764805,ML,8,W,4.819,2.862,3
-117.178868,32.759396,ML,8,W,3.453,1.496,3
-117.170717,32.760399,ML,8,W,3.937,1.98,3
-117.145039,32.768025,ML,8,W,5.526,3.569,3
-117.128233,32.773122,ML,8,W,6.568,4.611,3
-117.10951,32.778744,ML,8,W,7.761,5.804,3
-117.100823,32.7793,ML,8,W,8.271,6.314,3
-117.095003,32.780251,ML,8,W,8.615,6.658,3
-116.989808,32.779188,ML,8,W,15.036,13.079,3
-116.927288,32.80321,ML,8,W,19.794,17.837,3
-116.921611,32.805455,ML,8,W,20.174,18.217,3
-116.914192,32.815497,ML,8,W,21.0,19.043,3
-116.899603,32.829499,ML,8,W,22.305,20.348,3
-116.888393,32.839643,ML,8,W,23.26,21.303,3
-117.131337,32.771984,FF,8,W,6.369,4.412,3
-117.112748,32.803162,ML,15,N,8.043,7.862,3
-117.114537,32.814701,ML,15,N,8.844,8.663,3
-117.117266,32.8276,ML,15,N,9.748,9.567,3
-117.118614,32.83328,FF,15,N,10.148,9.967,3
-117.119997,32.842596,ML,15,N,10.814,10.633,3
-117.13142,33.135241,ML,78,W,14.858,14.862,3
-117.116636,32.848411,ML,15,N,11.261,11.08,3
-117.107817,32.868194,ML,15,N,12.721,12.464,3
-117.116195,32.908922,ML,15,N,15.64,15.383,3
-117.114149,32.925766,ML,15,N,16.808,16.551,3
-117.114472,32.786062,ML,15,S,6.834,6.663,3
-117.113175,32.803081,ML,15,S,8.032,7.861,3
-117.114981,32.814606,ML,15,S,8.833,8.662,3
-117.117732,32.827529,ML,15,S,9.737,9.566,3
-117.120583,32.842604,ML,15,S,10.803,10.632,3
-117.117157,32.84837,ML,15,S,11.25,11.079,3
-117.10851,32.868138,ML,15,S,12.712,12.465,3
-117.112102,32.886392,ML,15,S,14.03,13.783,3
-117.116195,32.908879,HV,15,N,15.637,15.38,3
-117.114677,32.92585,ML,15,S,16.799,16.552,3
-117.278229,33.188661,ML,78,W,4.472,4.476,3
-117.036122,32.60296,ML,805,N,4.075,4.224,3
-117.036458,32.59651,ML,805,S,3.631,3.78,3
-117.138885,32.78088,ML,805,S,18.242,18.391,3
-117.146806,32.786586,ML,805,S,18.852,19.001,3
-117.149876,32.793814,ML,805,S,19.393,19.542,3
-117.15084,32.803497,ML,805,S,20.068,20.217,3
-117.15555,32.811535,FF,805,S,20.698,20.847,3
-117.201326,32.881721,ML,805,N,26.25,26.399,3
-117.036523,32.608399,ML,805,S,4.453,4.602,3
-117.036435,32.603075,ML,805,S,4.084,4.233,3
-117.151215,32.812726,FF,163,N,6.777,7.328,3
-117.036161,32.608222,ML,805,N,4.438,4.587,3
-117.036123,32.597548,ML,805,N,3.702,3.851,3
-117.151507,32.812816,ML,163,S,6.73,7.328,3
-117.129665,32.845121,ML,163,N,9.356,9.907,3
-117.143983,32.826994,ML,163,S,7.803,8.401,3
-117.138625,32.781007,ML,805,N,18.241,18.39,3
-117.149604,32.793965,ML,805,N,19.394,19.543,3
-117.149586,32.800085,ML,805,N,19.817,19.966,3
-117.150822,32.804673,ML,805,N,20.141,20.29,3
-117.151215,32.812726,ML,163,N,6.777,7.328,3
-117.143798,32.8269,ML,163,N,7.849,8.4,3
-117.129866,32.845317,ML,163,S,9.31,9.908,3
-117.13137,32.771975,ML,8,W,6.367,4.41,3
-117.29202,33.183485,ML,78,W,3.584,3.588,3
-117.056127,32.777453,FR,8,E,10.908,8.951,3
-117.153086,32.765477,OR,8,E,5.03,3.073,3
-117.101118,32.718925,OR,94,E,2.764,4.18,3
-117.133405,32.713119,FR,94,E,0.825,2.241,3
-116.964952,32.803133,FR,8,W,17.608,15.651,3
-117.298269,33.182878,ML,78,E,3.219,3.223,3
-117.041389,32.671672,FR,54,W,4.036,4.039,3
-117.018519,32.744963,FF,125,S,15.669,13.266,3
-117.036123,32.597548,FR,805,N,3.702,3.851,3
-117.036123,32.597548,OR,805,N,3.702,3.851,3
-117.054301,32.639755,ML,805,N,6.932,7.081,3
-117.054301,32.639755,OR,805,N,6.932,7.081,3
-117.054617,32.639609,FR,805,S,6.933,7.082,3
-117.054617,32.639609,ML,805,S,6.933,7.082,3
-117.192178,33.145055,ML,78,W,11.095,11.099,3
-117.19219,33.145066,FF,78,W,11.094,11.098,3
-117.192178,33.145055,FR,78,W,11.095,11.099,3
-117.192178,33.145055,OR,78,W,11.095,11.099,3
-117.188863,33.142359,FR,78,E,11.36,11.364,3
-117.188863,33.142359,ML,78,E,11.36,11.364,3
-117.188863,33.142359,OR,78,E,11.36,11.364,3
-117.036161,32.608222,FR,805,N,4.438,4.587,3
-117.036161,32.608222,OR,805,N,4.438,4.587,3
-117.036435,32.603075,OR,805,S,4.084,4.233,3
-117.036435,32.603075,FR,805,S,4.084,4.233,3
-117.199583,32.759761,OR,8,E,2.23,0.273,3
-117.199637,32.759919,ML,8,W,2.228,0.271,3
-117.199653,32.759916,FF,8,W,2.227,0.27,3
-117.150759,32.8032,FF,805,S,20.047,20.196,3
-116.913246,32.816014,FR,8,E,21.062,19.105,3
-117.114472,32.786062,OR,15,S,6.834,6.663,3
-117.128855,32.77255,FF,8,E,6.518,4.561,3
-117.11677,32.71655,FF,94,E,1.828,3.244,3
-117.137788,32.770269,ML,8,E,5.975,4.018,3
-117.151061,32.723795,ML,5,S,15.698,15.807,3
-117.175223,32.735914,ML,5,N,17.571,17.68,3
-117.175452,32.735815,ML,5,S,17.572,17.681,3
-117.166084,32.725281,ML,5,S,16.666,16.775,3
-117.164331,32.723871,ML,5,N,16.525,16.634,3
-117.150497,32.723648,ML,5,N,15.663,15.772,3
-117.129467,32.694358,ML,5,S,13.022,13.125,3
-117.130324,32.69457,ML,5,N,13.073,13.176,3
-117.147722,32.7062,ML,5,S,14.416,14.519,3
-117.147448,32.706216,ML,5,N,14.417,14.52,3
-117.147751,32.712581,ML,5,S,14.856,14.965,3
-117.147532,32.712599,ML,5,N,14.857,14.966,3
-117.147616,32.718046,ML,5,N,15.231,15.34,3
-117.147844,32.718001,ML,5,S,15.23,15.339,3
-117.196234,32.749919,ML,5,S,19.156,19.265,3
-117.171694,32.731968,ML,5,N,17.231,17.34,3
-117.160872,32.819359,ML,805,N,21.323,21.472,3
-117.163808,32.823789,ML,805,S,21.672,21.821,3
-117.1848,32.743425,ML,5,S,18.346,18.455,3
-117.114171,32.786224,ML,15,N,6.856,6.675,3
-117.107576,32.874797,ML,15,S,13.178,12.931,3
-117.10687,32.874869,ML,15,N,13.187,12.93,3
-117.117869,32.715149,ML,15,S,1.703,2.111,3
-117.114457,32.786249,ML,15,S,6.847,6.676,3
-117.161117,32.819236,FR,805,S,21.322,21.471,3
-117.09211,32.686682,ML,805,S,10.942,11.091,3
-117.160167,32.817619,ML,805,S,21.198,21.347,3
-117.159929,32.817749,ML,805,N,21.199,21.348,3
-117.116159,32.688779,ML,5,S,12.113,12.216,3
-117.174785,32.735429,ML,5,N,17.529,17.638,3
-117.232541,32.91625,OR,5,S,31.517,31.659,3
-117.235544,32.918887,ML,5,N,31.805,31.914,3
-117.251058,33.194991,ML,78,W,6.137,6.141,3
-117.045806,32.551447,ML,5,S,1.14,1.23,3
